paper ID,intervention worker ID,intervention Vote,is intervention vote accurate?,use of tech paper ID,use of tech worker ID,use of tech vote,is tech vote accurate?,older adult paper ID,older adult worker ID,older adult vote,is older vote accurate?,,classes,GOLD INTERVENTION,GOLD USE OF TECH,GOLD OLD,GOLD SI,GOLD remote
67,A142ZRU284W9O,-1,1,67,A2PZDX8PIK73K3,1,1,67,AB66CTVQ90RCV,1,1,,"no SI, no intervention",-1,1,1,,
67,AB66CTVQ90RCV,1,0,67,AB66CTVQ90RCV,1,1,67,A3HJNOCKXFOOVP,1,1,,"no SI, no intervention",-1,1,1,,
67,A3EGOFTCKJYGW,1,0,67,AM0JKZVOEOTMA,1,1,67,A1QKB93D6X2TYL,1,1,,"no SI, no intervention",-1,1,1,,
67,A3IC61LDXYISDY,-1,1,67,A29Y7ACFAJV9IS,1,1,67,A1RO22O88I71FD,-1,0,,"no SI, no intervention",-1,1,1,,
68,ASKV5KO5CV616,-1,1,68,A2PZDX8PIK73K3,1,1,68,A142ZRU284W9O,1,1,,"no SI, no intervention",-1,1,1,,
68,A1S2MN0E9BHPVA,-1,1,68,A1665VCUSZL9YT,1,1,68,ALV7XBE1ZGD93,1,1,,"no SI, no intervention",-1,1,1,,
68,A2SBISQJE2ZPJQ,1,0,68,AB66CTVQ90RCV,1,1,68,A3QX9ABC1DVMQG,1,1,,"no SI, no intervention",-1,1,1,,
68,AT6KZZ2OTABWK,-1,1,68,A29Y7ACFAJV9IS,-1,0,68,A1RO22O88I71FD,1,1,,"no SI, no intervention",-1,1,1,,
68,A1J4AZL6MZ675U,1,0,68,A2Z596CRYWL6XC,1,1,68,A110KENBXU7SUJ,-1,0,,"no SI, no intervention",-1,1,1,,
69,A1UE726OT3JLZ9,1,0,69,AB66CTVQ90RCV,-1,0,69,A1QKB93D6X2TYL,1,1,,"no SI, no intervention",-1,1,1,,
69,A3F9N2P4NUUR7S,1,0,69,A142ZRU284W9O,-1,0,69,AT6KZZ2OTABWK,1,1,,"no SI, no intervention",-1,1,1,,
69,A110KENBXU7SUJ,1,0,69,APV0K0H4L16M0,1,1,69,A3GOI327COFGY5,1,1,,"no SI, no intervention",-1,1,1,,
69,A35K3CN8ZVW6JT,1,0,69,A2PZDX8PIK73K3,-1,0,69,A110KENBXU7SUJ,1,1,,"no SI, no intervention",-1,1,1,,
69,A3IC61LDXYISDY,1,0,69,A29Y7ACFAJV9IS,-1,0,69,A1CXAIALV3056P,1,1,,"no SI, no intervention",-1,1,1,,
70,A142ZRU284W9O,-1,1,70,A142ZRU284W9O,1,1,70,A1QKB93D6X2TYL,1,1,,"no SI, no intervention",-1,1,1,,
70,A1F8ZAE0P2RA8O,-1,1,70,AB66CTVQ90RCV,1,1,70,A1CXAIALV3056P,-1,0,,"no SI, no intervention",-1,1,1,,
70,A31681CCEVDIH3,-1,1,70,A2PZDX8PIK73K3,-1,0,70,A1F8ZAE0P2RA8O,1,1,,"no SI, no intervention",-1,1,1,,
70,A1W7G0SI8Q7EMM,1,0,70,APV0K0H4L16M0,1,1,70,AT6KZZ2OTABWK,1,1,,"no SI, no intervention",-1,1,1,,
70,A1CXAIALV3056P,1,0,70,A1J4AZL6MZ675U,1,1,70,A1RO22O88I71FD,1,1,,"no SI, no intervention",-1,1,1,,
71,A1QKB93D6X2TYL,1,0,71,A1665VCUSZL9YT,1,1,71,A1JGZD9FUDYJ30,1,1,,"no SI, no intervention",-1,1,1,,
71,AB66CTVQ90RCV,1,0,71,AB66CTVQ90RCV,-1,0,71,A1QKB93D6X2TYL,1,1,,"no SI, no intervention",-1,1,1,,
71,A35K3CN8ZVW6JT,1,0,71,A2PZDX8PIK73K3,1,1,71,A1CXAIALV3056P,0,0,,"no SI, no intervention",-1,1,1,,
71,A3UWM3KJYEL5XU,1,0,71,A142ZRU284W9O,1,1,71,A1RO22O88I71FD,1,1,,"no SI, no intervention",-1,1,1,,
71,AT6KZZ2OTABWK,1,0,71,A1UE726OT3JLZ9,1,1,71,A110KENBXU7SUJ,1,1,,"no SI, no intervention",-1,1,1,,
72,A1CXAIALV3056P,-1,1,72,A142ZRU284W9O,1,1,72,A2416IYI3FQMAG,-1,0,,"no SI, no intervention",-1,1,1,,
72,A3F9N2P4NUUR7S,-1,1,72,A2MO0MCFPWXYS7,-1,0,72,APQMFEY1KUL6A,1,1,,"no SI, no intervention",-1,1,1,,
72,AT6KZZ2OTABWK,-1,1,72,A29Y7ACFAJV9IS,1,1,72,A2SC7SYQ22RJBR,0,0,,"no SI, no intervention",-1,1,1,,
72,A3F0NFNLOLFJT0,1,0,72,A1G0W1P43RTBKK,1,1,72,A1F8ZAE0P2RA8O,1,1,,"no SI, no intervention",-1,1,1,,
72,A31681CCEVDIH3,-1,1,72,AB66CTVQ90RCV,1,1,72,A1QKB93D6X2TYL,1,1,,"no SI, no intervention",-1,1,1,,
73,A31681CCEVDIH3,-1,1,73,A1665VCUSZL9YT,1,1,73,A224B7BAQ0MZSN,1,1,,"no SI, no intervention",-1,1,1,,
73,A3F0NFNLOLFJT0,1,0,73,A2SBISQJE2ZPJQ,1,1,73,AT6KZZ2OTABWK,0,0,,"no SI, no intervention",-1,1,1,,
73,A1F8ZAE0P2RA8O,-1,1,73,A142ZRU284W9O,-1,0,73,A1F8ZAE0P2RA8O,1,1,,"no SI, no intervention",-1,1,1,,
73,A2SBISQJE2ZPJQ,-1,1,73,AB66CTVQ90RCV,1,1,73,A1RO22O88I71FD,-1,0,,"no SI, no intervention",-1,1,1,,
73,A142ZRU284W9O,-1,1,73,A19NJB3QC1XU2C,1,1,73,MISSING,1,1,,"no SI, no intervention",-1,1,1,,
74,AB66CTVQ90RCV,1,0,74,AB66CTVQ90RCV,1,1,74,AB66CTVQ90RCV,1,1,,"no SI, no intervention",-1,1,1,,
74,AT6KZZ2OTABWK,1,0,74,A2PZDX8PIK73K3,1,1,74,AT6KZZ2OTABWK,-1,0,,"no SI, no intervention",-1,1,1,,
74,A3HJNOCKXFOOVP,-1,1,74,A142ZRU284W9O,1,1,74,A1UE726OT3JLZ9,1,1,,"no SI, no intervention",-1,1,1,,
74,A5DSYVNGYLCA5,1,0,74,A19NJB3QC1XU2C,1,1,74,A1RO22O88I71FD,1,1,,"no SI, no intervention",-1,1,1,,
74,A2SBISQJE2ZPJQ,1,0,74,APV0K0H4L16M0,1,1,74,A1F8ZAE0P2RA8O,1,1,,"no SI, no intervention",-1,1,1,,
75,A2SBISQJE2ZPJQ,1,0,75,A142ZRU284W9O,1,1,75,A3QX9ABC1DVMQG,-1,0,,"no SI, no intervention",-1,1,1,,
75,A36ABFLSNFESVJ,-1,1,75,A2PZDX8PIK73K3,1,1,75,A1QKB93D6X2TYL,1,1,,"no SI, no intervention",-1,1,1,,
75,A3UWM3KJYEL5XU,-1,1,75,A1J4AZL6MZ675U,1,1,75,A142ZRU284W9O,-1,0,,"no SI, no intervention",-1,1,1,,
75,A1CXAIALV3056P,-1,1,75,AB66CTVQ90RCV,1,1,75,AT6KZZ2OTABWK,-1,0,,"no SI, no intervention",-1,1,1,,
75,A142ZRU284W9O,-1,1,75,A2MO0MCFPWXYS7,1,1,75,A1RO22O88I71FD,1,1,,"no SI, no intervention",-1,1,1,,
89,A5DSYVNGYLCA5,1,1,89,A142ZRU284W9O,-1,1,89,A1QKB93D6X2TYL,1,1,,no tech,1,-1,1,,
89,A110KENBXU7SUJ,-1,0,89,A2QVKJW6Z11ZGD,0,0,89,A1RO22O88I71FD,-1,0,,no tech,1,-1,1,,
89,A142ZRU284W9O,1,1,89,AL8NYDL4JOYL3,-1,1,89,A2SC7SYQ22RJBR,1,1,,no tech,1,-1,1,,
89,ASKV5KO5CV616,1,1,89,A2PZDX8PIK73K3,-1,1,89,A2416IYI3FQMAG,0,0,,no tech,1,-1,1,,
89,A26GVZEJLKZGSB,1,1,89,AB66CTVQ90RCV,-1,1,89,A1F8ZAE0P2RA8O,-1,0,,no tech,1,-1,1,,
90,A142ZRU284W9O,-1,0,90,A2SBISQJE2ZPJQ,1,0,90,A142ZRU284W9O,1,1,,no tech,1,-1,1,,
90,A2SBISQJE2ZPJQ,1,1,90,AB66CTVQ90RCV,-1,1,90,AT6KZZ2OTABWK,1,1,,no tech,1,-1,1,,
90,ASKV5KO5CV616,-1,0,90,A12KW2ANXC46MZ,1,0,90,A2PZDX8PIK73K3,1,1,,no tech,1,-1,1,,
90,AT6KZZ2OTABWK,1,1,90,A1665VCUSZL9YT,-1,1,90,A1RO22O88I71FD,-1,0,,no tech,1,-1,1,,
90,A3IC61LDXYISDY,0,1,90,A2PZDX8PIK73K3,-1,1,90,A2SC7SYQ22RJBR,1,1,,no tech,1,-1,1,,
91,A142ZRU284W9O,-1,0,91,A12KW2ANXC46MZ,1,0,91,A1QKB93D6X2TYL,1,1,,no tech,1,-1,1,,
91,A3F9N2P4NUUR7S,1,1,91,AB66CTVQ90RCV,-1,1,91,A224B7BAQ0MZSN,1,1,,no tech,1,-1,1,,
91,A1S2MN0E9BHPVA,-1,0,91,A2PZDX8PIK73K3,-1,1,91,AT6KZZ2OTABWK,1,1,,no tech,1,-1,1,,
91,A3UWM3KJYEL5XU,-1,0,91,A142ZRU284W9O,-1,1,91,A3HJNOCKXFOOVP,1,1,,no tech,1,-1,1,,
91,A1CXAIALV3056P,1,1,91,A1UE726OT3JLZ9,-1,1,91,A2Z596CRYWL6XC,0,0,,no tech,1,-1,1,,
92,ASKV5KO5CV616,-1,0,92,AB66CTVQ90RCV,-1,1,92,AB66CTVQ90RCV,1,1,,no tech,1,-1,1,,
92,A3UWM3KJYEL5XU,-1,0,92,A2PZDX8PIK73K3,-1,1,92,AT6KZZ2OTABWK,0,0,,no tech,1,-1,1,,
92,A2SBISQJE2ZPJQ,-1,0,92,A1J4AZL6MZ675U,-1,1,92,A1QKB93D6X2TYL,1,1,,no tech,1,-1,1,,
92,A3QX9ABC1DVMQG,-1,0,92,A142ZRU284W9O,-1,1,92,A1UE726OT3JLZ9,-1,0,,no tech,1,-1,1,,
92,A110KENBXU7SUJ,-1,0,92,A3F9N2P4NUUR7S,-1,1,92,A1JGZD9FUDYJ30,0,0,,no tech,1,-1,1,,
93,AB66CTVQ90RCV,-1,0,93,AB66CTVQ90RCV,-1,1,93,A110KENBXU7SUJ,1,1,,no tech,1,-1,1,,
93,ASKV5KO5CV616,-1,0,93,A2PZDX8PIK73K3,-1,1,93,AT6KZZ2OTABWK,1,1,,no tech,1,-1,1,,
93,A3UWM3KJYEL5XU,-1,0,93,AL8NYDL4JOYL3,-1,1,93,A142ZRU284W9O,-1,0,,no tech,1,-1,1,,
93,A1UE726OT3JLZ9,-1,0,93,A35K3CN8ZVW6JT,-1,1,93,A1UE726OT3JLZ9,1,1,,no tech,1,-1,1,,
93,A2PU4YNWITAQVL,1,1,93,A142ZRU284W9O,-1,1,93,A2Z596CRYWL6XC,1,1,,no tech,1,-1,1,,
94,A3UWM3KJYEL5XU,1,1,94,A26699AEVYMM7N,1,0,94,A3HJNOCKXFOOVP,1,1,,no tech,1,-1,1,,
94,A142ZRU284W9O,1,1,94,A12KW2ANXC46MZ,1,0,94,A1RO22O88I71FD,1,1,,no tech,1,-1,1,,
94,A3IC61LDXYISDY,1,1,94,A3F9N2P4NUUR7S,0,0,94,AT6KZZ2OTABWK,1,1,,no tech,1,-1,1,,
94,AT6KZZ2OTABWK,-1,0,94,AB66CTVQ90RCV,-1,1,94,A1QKB93D6X2TYL,1,1,,no tech,1,-1,1,,
94,A3F9N2P4NUUR7S,1,1,94,A1UE726OT3JLZ9,-1,1,94,A1JGZD9FUDYJ30,1,1,,no tech,1,-1,1,,
95,AT6KZZ2OTABWK,0,1,95,A2SBISQJE2ZPJQ,1,0,95,A1CXAIALV3056P,1,1,,no tech,1,-1,1,,
95,A1D9FOXZ0UT0L2,1,1,95,A2PZDX8PIK73K3,-1,1,95,A1QKB93D6X2TYL,1,1,,no tech,1,-1,1,,
95,A3F9N2P4NUUR7S,1,1,95,AB66CTVQ90RCV,-1,1,95,ASKV5KO5CV616,-1,0,,no tech,1,-1,1,,
95,AB66CTVQ90RCV,-1,0,95,A26699AEVYMM7N,1,0,95,A3QX9ABC1DVMQG,1,1,,no tech,1,-1,1,,
95,A299J4PKHAEU9H,1,1,95,A2R8IV2PWFTY00,-1,1,95,A3HJNOCKXFOOVP,1,1,,no tech,1,-1,1,,
96,A3UWM3KJYEL5XU,-1,0,96,A1665VCUSZL9YT,1,0,96,AT6KZZ2OTABWK,1,1,,no tech,1,-1,1,,
96,A110KENBXU7SUJ,0,1,96,A1UE726OT3JLZ9,-1,1,96,A1RO22O88I71FD,-1,0,,no tech,1,-1,1,,
96,ASKV5KO5CV616,-1,0,96,AB66CTVQ90RCV,-1,1,96,AB66CTVQ90RCV,1,1,,no tech,1,-1,1,,
96,A3IC61LDXYISDY,-1,0,96,A1G0W1P43RTBKK,1,0,96,A2UMOQCJHA841L,1,1,,no tech,1,-1,1,,
96,AT6KZZ2OTABWK,0,1,96,A2SBISQJE2ZPJQ,1,0,96,A110KENBXU7SUJ,1,1,,no tech,1,-1,1,,
97,ASKV5KO5CV616,-1,0,97,A1J4AZL6MZ675U,1,0,97,A1RO22O88I71FD,1,1,,no tech,1,-1,1,,
97,AT6KZZ2OTABWK,1,1,97,AB66CTVQ90RCV,-1,1,97,A3HJNOCKXFOOVP,1,1,,no tech,1,-1,1,,
97,A31681CCEVDIH3,-1,0,97,A142ZRU284W9O,1,0,97,A2416IYI3FQMAG,1,1,,no tech,1,-1,1,,
97,A1J4AZL6MZ675U,1,1,97,A2SBISQJE2ZPJQ,1,0,97,A3QX9ABC1DVMQG,-1,0,,no tech,1,-1,1,,
97,A3F0NFNLOLFJT0,-1,0,97,A1G0W1P43RTBKK,1,0,97,A1QKB93D6X2TYL,1,1,,no tech,1,-1,1,,
98,AB66CTVQ90RCV,-1,0,98,A142ZRU284W9O,-1,1,98,A3QX9ABC1DVMQG,1,1,,no tech,1,-1,1,,
98,A31681CCEVDIH3,-1,0,98,AB66CTVQ90RCV,-1,1,98,A224B7BAQ0MZSN,1,1,,no tech,1,-1,1,,
98,A1J4AZL6MZ675U,-1,0,98,A1J4AZL6MZ675U,-1,1,98,A1RO22O88I71FD,-1,0,,no tech,1,-1,1,,
98,AT6KZZ2OTABWK,1,1,98,A2PZDX8PIK73K3,-1,1,98,A142ZRU284W9O,1,1,,no tech,1,-1,1,,
98,A142ZRU284W9O,-1,0,98,A10EB4B9AEZT2G,1,0,98,AT6KZZ2OTABWK,1,1,,no tech,1,-1,1,,
99,A142ZRU284W9O,1,1,99,A1CXAIALV3056P,1,0,99,A224B7BAQ0MZSN,1,1,,no tech,1,-1,1,,
99,A3PIQY6PK42RIS,1,1,99,AB66CTVQ90RCV,-1,1,99,A1RO22O88I71FD,-1,0,,no tech,1,-1,1,,
99,AB66CTVQ90RCV,1,1,99,A3F9N2P4NUUR7S,1,0,99,A2416IYI3FQMAG,1,1,,no tech,1,-1,1,,
99,AMGGLXGMFWEN2,-1,0,99,A1665VCUSZL9YT,-1,1,99,A1QKB93D6X2TYL,1,1,,no tech,1,-1,1,,
99,A1J4AZL6MZ675U,-1,0,99,AL8NYDL4JOYL3,1,0,99,A110KENBXU7SUJ,1,1,,no tech,1,-1,1,,
100,A142ZRU284W9O,0,1,100,A2PZDX8PIK73K3,-1,1,100,A1QKB93D6X2TYL,1,1,,no tech,1,-1,1,,
100,A3UWM3KJYEL5XU,-1,0,100,AB66CTVQ90RCV,-1,1,100,A1CXAIALV3056P,1,1,,no tech,1,-1,1,,
100,A1QKB93D6X2TYL,1,1,100,A1G0W1P43RTBKK,1,0,100,A1RO22O88I71FD,0,0,,no tech,1,-1,1,,
100,ASKV5KO5CV616,1,1,100,A2SBISQJE2ZPJQ,1,0,100,APQMFEY1KUL6A,1,1,,no tech,1,-1,1,,
100,A35K3CN8ZVW6JT,1,1,100,A142ZRU284W9O,-1,1,100,MISSING,1,1,,no tech,1,-1,1,,
101,AB66CTVQ90RCV,-1,0,101,A142ZRU284W9O,-1,1,101,A1RO22O88I71FD,1,1,,no tech,1,-1,1,,
101,A110KENBXU7SUJ,-1,0,101,A1G0W1P43RTBKK,1,0,101,A110KENBXU7SUJ,0,0,,no tech,1,-1,1,,
101,A142ZRU284W9O,-1,0,101,A1J4AZL6MZ675U,-1,1,101,ASKV5KO5CV616,1,1,,no tech,1,-1,1,,
101,ASKV5KO5CV616,1,1,101,AB66CTVQ90RCV,-1,1,101,A2SC7SYQ22RJBR,1,1,,no tech,1,-1,1,,
101,A1QKB93D6X2TYL,1,1,101,A36ABFLSNFESVJ,-1,1,101,A3QX9ABC1DVMQG,1,1,,no tech,1,-1,1,,
102,A2SBISQJE2ZPJQ,1,1,102,A2PZDX8PIK73K3,-1,1,102,A1RO22O88I71FD,-1,0,,no tech,1,-1,1,,
102,A142ZRU284W9O,-1,0,102,A2MO0MCFPWXYS7,1,0,102,A1UE726OT3JLZ9,1,1,,no tech,1,-1,1,,
102,A3UWM3KJYEL5XU,-1,0,102,A1J4AZL6MZ675U,-1,1,102,A3HJNOCKXFOOVP,1,1,,no tech,1,-1,1,,
102,A3IC61LDXYISDY,0,1,102,A1G0W1P43RTBKK,1,0,102,A1QKB93D6X2TYL,1,1,,no tech,1,-1,1,,
102,APQMFEY1KUL6A,1,1,102,A142ZRU284W9O,-1,1,102,AT6KZZ2OTABWK,1,1,,no tech,1,-1,1,,
222,A2SBISQJE2ZPJQ,-1,0,222,A1J4AZL6MZ675U,1,1,222,A2416IYI3FQMAG,1,1,,not OA,1,1,-1,,
222,A1CXAIALV3056P,-1,0,222,A2PZDX8PIK73K3,1,1,222,AT6KZZ2OTABWK,-1,0,,not OA,1,1,-1,,
222,ASKV5KO5CV616,1,1,222,A1G0W1P43RTBKK,-1,0,222,A3HJNOCKXFOOVP,1,1,,not OA,1,1,-1,,
222,AT6KZZ2OTABWK,1,1,222,AB66CTVQ90RCV,1,1,222,A1RO22O88I71FD,1,1,,not OA,1,1,-1,,
222,A35K3CN8ZVW6JT,-1,0,222,A2SBISQJE2ZPJQ,1,1,222,A1CXAIALV3056P,-1,0,,not OA,1,1,-1,,
223,A1CXAIALV3056P,-1,0,223,A1J4AZL6MZ675U,1,1,223,A2Z596CRYWL6XC,-1,0,,not OA,1,1,-1,,
223,A2SBISQJE2ZPJQ,1,1,223,A2SBISQJE2ZPJQ,1,1,223,A110KENBXU7SUJ,-1,0,,not OA,1,1,-1,,
223,ASKV5KO5CV616,-1,0,223,A1G0W1P43RTBKK,1,1,223,A2SC7SYQ22RJBR,-1,0,,not OA,1,1,-1,,
223,AT6KZZ2OTABWK,-1,0,223,AB66CTVQ90RCV,1,1,223,A3HJNOCKXFOOVP,-1,0,,not OA,1,1,-1,,
223,A3F9N2P4NUUR7S,1,1,223,A142ZRU284W9O,1,1,223,A1JGZD9FUDYJ30,-1,0,,not OA,1,1,-1,,
224,AB66CTVQ90RCV,-1,0,224,A2PZDX8PIK73K3,-1,0,224,A31XNLA9REVGXL,-1,0,,not OA,1,1,-1,,
224,A1CXAIALV3056P,-1,0,224,AB66CTVQ90RCV,-1,0,224,AT6KZZ2OTABWK,-1,0,,not OA,1,1,-1,,
224,A110KENBXU7SUJ,1,1,224,A12KW2ANXC46MZ,1,1,224,A142ZRU284W9O,-1,0,,not OA,1,1,-1,,
224,A3UWM3KJYEL5XU,1,1,224,A1UE726OT3JLZ9,-1,0,224,A1RO22O88I71FD,1,1,,not OA,1,1,-1,,
224,AT6KZZ2OTABWK,0,1,224,A1665VCUSZL9YT,1,1,224,A3QX9ABC1DVMQG,-1,0,,not OA,1,1,-1,,
225,A110KENBXU7SUJ,0,1,225,AB66CTVQ90RCV,-1,1,225,ASKV5KO5CV616,1,1,,"not OA, no tech",1,-1,-1,,
225,A35K3CN8ZVW6JT,1,1,225,A35K3CN8ZVW6JT,-1,1,225,A3HJNOCKXFOOVP,-1,0,,"not OA, no tech",1,-1,-1,,
225,A3F9N2P4NUUR7S,1,1,225,A3F9N2P4NUUR7S,1,0,225,A2416IYI3FQMAG,-1,0,,"not OA, no tech",1,-1,-1,,
225,A3UWM3KJYEL5XU,-1,0,225,A2SBISQJE2ZPJQ,1,0,225,A1RO22O88I71FD,-1,0,,"not OA, no tech",1,-1,-1,,
225,A31681CCEVDIH3,-1,0,225,A2PZDX8PIK73K3,-1,1,225,A1UE726OT3JLZ9,1,1,,"not OA, no tech",1,-1,-1,,
226,A1CXAIALV3056P,-1,0,226,A2PZDX8PIK73K3,-1,1,226,A1UE726OT3JLZ9,-1,0,,"not OA, no tech",1,-1,-1,,
226,A142ZRU284W9O,-1,0,226,AB66CTVQ90RCV,-1,1,226,A110KENBXU7SUJ,1,1,,"not OA, no tech",1,-1,-1,,
226,AB66CTVQ90RCV,-1,0,226,A142ZRU284W9O,-1,1,226,A1RO22O88I71FD,-1,0,,"not OA, no tech",1,-1,-1,,
226,A2SBISQJE2ZPJQ,-1,0,226,A29Y7ACFAJV9IS,-1,1,226,A1QKB93D6X2TYL,1,1,,"not OA, no tech",1,-1,-1,,
226,A299J4PKHAEU9H,-1,0,226,A2T7Z31RGRHYA4,-1,1,226,AT6KZZ2OTABWK,0,0,,"not OA, no tech",1,-1,-1,,
279,A142ZRU284W9O,-1,0,279,A35K3CN8ZVW6JT,-1,1,279,A110KENBXU7SUJ,-1,0,,"not SI, no tech",1,-1,1,,
279,A110KENBXU7SUJ,1,1,279,AB66CTVQ90RCV,-1,1,279,A2416IYI3FQMAG,1,1,,"not SI, no tech",1,-1,1,,
279,A11R9XFIQDY9SP,-1,0,279,A1J4AZL6MZ675U,-1,1,279,A3QX9ABC1DVMQG,1,1,,"not SI, no tech",1,-1,1,,
279,A1UE726OT3JLZ9,-1,0,279,A2Z596CRYWL6XC,-1,1,279,A1RO22O88I71FD,1,1,,"not SI, no tech",1,-1,1,,
279,A3PIQY6PK42RIS,1,1,279,A36ABFLSNFESVJ,-1,1,279,AB66CTVQ90RCV,1,1,,"not SI, no tech",1,-1,1,,
280,A3F9N2P4NUUR7S,-1,0,280,A2OK8X7F8VQFGG,-1,1,280,A110KENBXU7SUJ,1,1,,"not SI, no tech",1,-1,1,,
280,A1QKFO6SE15Y5D,-1,0,280,APV0K0H4L16M0,-1,1,280,A3HJNOCKXFOOVP,1,1,,"not SI, no tech",1,-1,1,,
280,A31681CCEVDIH3,0,1,280,A2PZDX8PIK73K3,-1,1,280,A1CXAIALV3056P,0,0,,"not SI, no tech",1,-1,1,,
280,AT6KZZ2OTABWK,1,1,280,A2JLU8XYHVY2ZP,1,0,280,A1RO22O88I71FD,-1,0,,"not SI, no tech",1,-1,1,,
280,A36ABFLSNFESVJ,-1,0,280,AB66CTVQ90RCV,-1,1,280,A2SC7SYQ22RJBR,1,1,,"not SI, no tech",1,-1,1,,
281,A34CLFMP19G4NU,-1,0,281,A2SBISQJE2ZPJQ,1,0,281,A3HJNOCKXFOOVP,-1,0,,"not SI, no tech",1,-1,1,,
281,AT6KZZ2OTABWK,1,1,281,A2PZDX8PIK73K3,-1,1,281,A1CXAIALV3056P,-1,0,,"not SI, no tech",1,-1,1,,
281,A1S2MN0E9BHPVA,1,1,281,AL8NYDL4JOYL3,-1,1,281,A1QKB93D6X2TYL,1,1,,"not SI, no tech",1,-1,1,,
281,A3HJNOCKXFOOVP,-1,0,281,A142ZRU284W9O,-1,1,281,AB66CTVQ90RCV,1,1,,"not SI, no tech",1,-1,1,,
281,A142ZRU284W9O,-1,0,281,A1J4AZL6MZ675U,-1,1,281,A142ZRU284W9O,-1,0,,"not SI, no tech",1,-1,1,,
282,ASKV5KO5CV616,1,1,282,A2SBISQJE2ZPJQ,1,0,282,A2416IYI3FQMAG,1,1,,"not SI, no tech",1,-1,1,,
282,A3IC61LDXYISDY,-1,0,282,AB66CTVQ90RCV,-1,1,282,A36VA1TSX3RYED,1,1,,"not SI, no tech",1,-1,1,,
282,A204ZNNA3G96F0,1,1,282,A2PZDX8PIK73K3,-1,1,282,A1RO22O88I71FD,0,0,,"not SI, no tech",1,-1,1,,
282,A2SBISQJE2ZPJQ,1,1,282,ACMT1IYYT6DO3,0,0,282,A1UE726OT3JLZ9,1,1,,"not SI, no tech",1,-1,1,,
282,A142ZRU284W9O,-1,0,282,A142ZRU284W9O,-1,1,282,AT6KZZ2OTABWK,1,1,,"not SI, no tech",1,-1,1,,
283,A1UE726OT3JLZ9,1,1,283,AB66CTVQ90RCV,-1,1,283,A3GOI327COFGY5,1,1,,"not SI, no tech",1,-1,1,,
283,A142ZRU284W9O,1,1,283,A26699AEVYMM7N,0,0,283,A224B7BAQ0MZSN,1,1,,"not SI, no tech",1,-1,1,,
283,AT6KZZ2OTABWK,1,1,283,A2PZDX8PIK73K3,-1,1,283,ASKV5KO5CV616,1,1,,"not SI, no tech",1,-1,1,,
283,A1J4AZL6MZ675U,-1,0,283,A1UE726OT3JLZ9,-1,1,283,A3HJNOCKXFOOVP,1,1,,"not SI, no tech",1,-1,1,,
283,A1S2MN0E9BHPVA,1,1,283,A12KW2ANXC46MZ,1,0,283,A1RO22O88I71FD,-1,0,,"not SI, no tech",1,-1,1,,
284,A3QX9ABC1DVMQG,1,1,284,AB66CTVQ90RCV,-1,1,284,A1QKB93D6X2TYL,1,1,,"not SI, no tech",1,-1,1,,
284,A1CXAIALV3056P,-1,0,284,A1J4AZL6MZ675U,-1,1,284,A2SC7SYQ22RJBR,1,1,,"not SI, no tech",1,-1,1,,
284,A142ZRU284W9O,-1,0,284,A2PZDX8PIK73K3,-1,1,284,A142ZRU284W9O,1,1,,"not SI, no tech",1,-1,1,,
284,A3F0NFNLOLFJT0,-1,0,284,A142ZRU284W9O,-1,1,284,AT6KZZ2OTABWK,1,1,,"not SI, no tech",1,-1,1,,
284,A110KENBXU7SUJ,-1,0,284,A2SBISQJE2ZPJQ,1,0,284,MISSING,1,1,,"not SI, no tech",1,-1,1,,
285,A2SBISQJE2ZPJQ,1,1,285,A1J4AZL6MZ675U,-1,1,285,A2SC7SYQ22RJBR,1,1,,"not SI, no tech",1,-1,1,,
285,A1W7G0SI8Q7EMM,-1,0,285,A2PZDX8PIK73K3,-1,1,285,A3GOI327COFGY5,1,1,,"not SI, no tech",1,-1,1,,
285,A1CXAIALV3056P,-1,0,285,AB66CTVQ90RCV,-1,1,285,A2416IYI3FQMAG,1,1,,"not SI, no tech",1,-1,1,,
285,A3F9N2P4NUUR7S,1,1,285,A2MO0MCFPWXYS7,-1,1,285,A2SBISQJE2ZPJQ,1,1,,"not SI, no tech",1,-1,1,,
